State Name,District,Constituency Type,No Of Seats,Electors - Male,Electors - Female,Electors - Third Gender,Electors - Total,Electors - NRIs,Electors - Service,Voters - Male,Voters - Female,Voters - Third Gender,Voters - Postal,Voters - Total,Voters - NRIs,Voters - Poll Rejected Votes Postal,Evm Rejected Votes,NOTA Votes,Valid Votes Polled,Tendered Votes,Valid Votes Polled,Tendered Votes
Gujarat,Narmada,SC,3,1474196,1635490,165,3112798,1233,1714,192688,823321,383,20520,1037340,428,352,84,30487,1006417,41,1006417,41
Gujarat,Navsari,ST,1,141337,2086162,363,2229901,1348,691,81726,1814278,371,15443,1912466,648,280,141,2890,1909155,8,1909155,8
Gujarat,Panchmahal,SC,1,2962335,657619,25,3625973,1986,4008,1864384,981565,186,4447,2850762,180,209,278,6480,2843795,47,2843795,47
Gujarat,Patan,SC,2,1270902,1892749,338,3167474,53,3432,1899676,976134,111,13688,2890452,843,397,722,31513,2857820,43,2857820,43
Gujarat,Porbandar,ST,2,763867,1803944,43,2573241,568,4819,678973,1108436,104,13613,1802037,911,475,573,25847,1775142,2,1775142,2
Gujarat,Rajkot,GEN,1,1209406,2608664,237,3823051,1724,3020,274124,1926534,330,8720,2210614,906,147,310,63143,2147014,47,2147014,47
Gujarat,Sabarkantha,SC,2,2173929,1097639,80,3275008,1098,2262,353833,1941105,110,8179,2304090,863,387,54,66374,2237275,6,2237275,6
Gujarat,Surat,ST,4,997349,2340324,46,3341455,1837,1899,1845892,481249,51,11625,2339756,939,451,322,49007,2289976,49,2289976,49
Gujarat,Surendranagar,SC,1,2885842,2524072,342,5414350,1809,2285,339076,36847,91,12928,389690,748,221,694,15852,372923,9,372923,9
Gujarat,Tapi,GEN,1,522733,1241091,127,1767151,863,2337,693311,511876,391,15673,1222199,948,103,180,24729,1197187,28,1197187,28
Gujarat,Vadodara,GEN,3,610439,145666,194,757118,794,25,963854,889029,274,20745,1874384,482,325,229,48365,1825465,27,1825465,27
Gujarat,Valsad,GEN,3,114685,1917729,238,2033734,346,736,840895,1956986,12,5110,2803063,60,58,268,61097,2741640,7,2741640,7
Gujarat,Vav-Tharad,ST,3,1488394,1923378,322,3412638,84,460,1245977,964331,348,18760,2230110,694,74,408,20997,2208631,38,2208631,38
Haryana,Ambala,SC,1,2167977,1787251,301,3961959,1986,4444,607489,1482987,177,9019,2099834,162,272,83,10283,2089196,33,2089196,33
Haryana,Bhiwani,GEN,1,2120970,1336612,217,3460072,906,1367,1041483,525286,425,14398,1581602,10,423,21,24276,1556882,17,1556882,17
Haryana,Charkhi Dadri,ST,1,2545791,2809831,409,5360125,524,3570,1339166,869085,32,7395,2216619,941,471,424,45279,2170445,4,2170445,4
Haryana,Faridabad,SC,4,748559,2143371,429,2898231,1145,4727,1422092,1569426,407,19509,3012200,766,89,599,54576,2956936,25,2956936,25
Haryana,Fatehabad,ST,2,2180462,1737219,381,3919354,854,438,545721,1328276,353,17770,1892149,29,414,218,29952,1861565,18,1861565,18
Haryana,Gurugram,SC,3,1028306,1748082,300,2780400,1151,2561,1155147,1280707,98,18334,2454328,42,441,237,22555,2431095,1,2431095,1
Haryana,Hisar,SC,1,486569,1249644,23,1739721,1177,2308,1155980,1546657,342,22356,2725636,301,318,382,33894,2691042,26,2691042,26
Haryana,Jhajjar,ST,1,165908,540209,84,709671,1117,2353,1023350,144316,69,7779,1176366,852,1,48,50772,1125545,0,1125545,0
Haryana,Jind,ST,3,2734749,1027291,264,3765481,1256,1921,642829,830444,159,17717,1491689,540,453,133,26717,1464386,22,1464386,22
Haryana,Kaithal,GEN,1,197037,790037,327,993647,1442,4804,730131,221803,352,6731,959780,763,309,166,9027,950278,13,950278,13
Haryana,Karnal,GEN,4,1314158,2459889,277,3778065,1891,1850,1428639,624802,285,16585,2070444,133,443,389,27213,2042399,24,2042399,24
Haryana,Kurukshetra,ST,4,1008868,1407369,463,2418800,1735,365,533241,280490,284,16505,830815,295,38,530,39509,790738,5,790738,5
Haryana,Mahendragarh,SC,4,2095771,1858594,269,3958726,379,3713,1941914,38722,289,19168,2000963,870,387,406,17235,1982935,21,1982935,21
Haryana,Nuh,SC,1,494250,1915990,413,2413852,728,2471,782555,1915912,81,4823,2703395,24,345,159,11545,2691346,12,2691346,12
Haryana,Palwal,GEN,2,2069019,235616,223,2307358,865,1635,1569117,864859,418,12654,2447787,739,102,308,20903,2426474,20,2426474,20
Haryana,Panchkula,GEN,1,1722839,2576022,340,4302723,1347,2175,133618,432348,361,10218,577264,719,164,291,22392,554417,18,554417,18
Haryana,Panipat,ST,4,2214729,2083174,334,4301902,1301,2364,1447218,93315,175,19000,1560175,467,345,429,10959,1548442,49,1548442,49
Haryana,Rewari,GEN,1,2853484,2070860,231,4927348,689,2084,822536,791997,256,5228,1620804,787,446,414,39207,1580737,2,1580737,2
Haryana,Rohtak,SC,4,231877,894979,238,1132110,283,4733,1027748,1184863,29,15236,2228643,767,19,53,38808,2189763,0,2189763,0
Haryana,Sirsa,GEN,4,1379690,1989665,90,3370565,550,570,584955,1240850,129,23190,1849744,620,97,205,7529,1841913,44,1841913,44
Haryana,Sonipat,SC,4,1230086,572175,36,1805431,539,2595,1573778,342745,188,2813,1919687,163,342,422,30669,1888254,25,1888254,25
Haryana,Yamunanagar,GEN,2,2752132,1281673,326,4037968,352,3485,1619881,643320,12,14232,2278312,867,387,457,40054,2237414,16,2237414,16
Himachal Pradesh,Bilaspur,SC,1,791810,1850461,192,2644237,958,816,743217,195103,109,1772,940594,393,461,624,26935,912574,28,912574,28
Himachal Pradesh,Chamba,SC,4,881575,2929315,4,3815510,492,4124,210424,791974,154,3207,1005874,115,50,580,516,1004728,3,1004728,3
Himachal Pradesh,Hamirpur,ST,1,1885932,439348,481,2328595,1060,1774,438528,913943,227,1883,1355013,432,55,266,23656,1331036,2,1331036,2
Himachal Pradesh,Kangra,SC,1,2423524,389010,355,2817986,1359,3738,761843,301833,255,17783,1082514,800,373,279,10363,1071499,43,1071499,43
Himachal Pradesh,Kinnaur,GEN,3,1838737,1123252,330,2964318,1480,519,425820,290388,392,1684,718938,654,237,33,6016,712652,41,712652,41
Himachal Pradesh,Kullu,ST,4,2540764,109086,427,2654893,1396,3220,1067533,1251919,430,9984,2330424,558,188,331,36369,2293536,36,2293536,36
Himachal Pradesh,Lahaul and Spiti,SC,2,2689540,273601,177,2964207,713,176,379225,1193670,53,9549,1582842,345,322,355,18451,1563714,17,1563714,17
Himachal Pradesh,Mandi,GEN,4,2794373,580728,258,3378322,741,2222,1786320,1559434,294,14462,3360920,410,142,154,46246,3314378,22,3314378,22
Himachal Pradesh,Shimla,ST,4,2364689,2208484,154,4576043,1420,1296,257656,1615452,327,10954,1885329,940,464,263,57649,1826953,42,1826953,42
Himachal Pradesh,Sirmaur,ST,1,328507,2457804,88,2790300,337,3564,1291413,1744970,335,22356,3059233,159,265,517,53897,3004554,40,3004554,40
Himachal Pradesh,Solan,GEN,2,1875236,2868174,22,4745712,1068,1212,1476169,1614768,21,16889,3107856,9,17,484,36101,3071254,1,3071254,1
Himachal Pradesh,Una,SC,2,2818124,1271871,92,4093790,1947,1756,945477,1019089,428,22739,1988149,416,36,611,45924,1941578,47,1941578,47
Jharkhand,Bokaro,ST,4,415411,2832521,161,3251922,1124,2705,850812,1780045,434,17843,2650124,990,336,739,53787,2595262,0,2595262,0
Jharkhand,Chatra,ST,3,1328000,2069706,113,3402334,454,4061,912621,541803,340,11173,1466912,975,201,151,41553,1425007,48,1425007,48
Jharkhand,Deoghar,GEN,2,882811,721981,216,1606285,115,1162,1430424,1460741,97,9540,2901049,247,55,210,60855,2839929,47,2839929,47
Jharkhand,Dhanbad,SC,3,96416,1434465,402,1535338,1312,2743,95455,97515,266,19619,213551,696,430,695,5560,206866,43,206866,43
Jharkhand,Dumka,SC,3,511376,2678055,435,3192087,116,2105,1786924,1748782,225,10441,3547149,777,219,367,41447,3505116,35,3505116,35
Jharkhand,East Singhbhum,ST,4,1169998,782865,269,1955760,1157,1471,1697911,198720,209,21092,1918392,460,248,526,14698,1902920,42,1902920,42
Jharkhand,Garhwa,SC,1,599883,1191295,222,1794198,1936,862,561108,1762715,414,20402,2345073,434,93,661,8862,2335457,19,2335457,19
Jharkhand,Giridih,GEN,4,1334741,656888,143,1996022,1394,2856,490737,1210933,234,23043,1725138,191,87,613,60453,1663985,39,1663985,39
Jharkhand,Godda,SC,3,898356,1573992,96,2473942,1052,446,1904828,1191802,56,14292,3111331,353,224,390,20667,3090050,0,3090050,0
Jharkhand,Gumla,SC,2,2401335,519033,279,2925356,523,4186,1019766,593634,382,18790,1633252,680,399,459,8235,1624159,42,1624159,42
Jharkhand,Hazaribag,ST,2,240250,2612032,496,2858780,1832,4170,1727146,666651,301,15601,2410321,622,175,174,50802,2359170,46,2359170,46
Jharkhand,Jamtara,GEN,4,1396945,1397074,278,2795225,342,586,125338,1513105,110,12655,1651993,785,252,403,32594,1618744,3,1618744,3
Jharkhand,Khunti,SC,1,813275,2226647,441,3043067,247,2457,949598,668406,214,24191,1642493,84,298,602,50705,1590888,7,1590888,7
Jharkhand,Koderma,SC,3,1559682,1149154,180,2713467,630,3821,1135159,1373080,437,18081,2527554,797,307,742,33317,2493188,49,2493188,49
Jharkhand,Latehar,SC,1,549692,1804552,288,2356280,616,1132,1269264,1154338,312,15668,2439813,231,276,489,34613,2404435,45,2404435,45
Jharkhand,Lohardaga,ST,1,2436749,1992030,366,4433237,1583,2509,482900,301072,327,23108,807513,106,240,388,30356,776529,29,776529,29
Jharkhand,Pakur,GEN,2,1530008,2756920,179,4292514,1533,3874,1679891,524226,78,10682,2215554,677,190,601,47833,2166930,3,2166930,3
Jharkhand,Palamu,ST,4,2029218,2627772,287,4662271,1088,3906,333226,1479589,428,16341,1830024,440,327,140,57938,1771619,40,1771619,40
Jharkhand,Ramgarh,ST,1,1782258,1902422,235,3689529,761,3853,696872,979736,357,18199,1695706,542,25,525,54502,1640654,45,1640654,45
Jharkhand,Ranchi,SC,2,1050352,2863778,185,3918660,600,3745,820555,97979,395,6371,925738,438,140,334,52336,872928,21,872928,21
Jharkhand,Sahibganj,SC,3,2089615,1993972,104,4088115,679,3745,362087,1114704,200,17833,1495641,817,86,93,21604,1473858,21,1473858,21
Jharkhand,Seraikela-Kharsawan,SC,4,1227786,1960389,264,3192369,727,3203,29934,1785004,177,19250,1835054,689,304,176,26632,1807942,41,1807942,41
Jharkhand,Simdega,ST,4,714914,1750073,25,2470611,1349,4250,1912106,1657340,321,4366,3574364,231,414,545,39691,3533714,15,3533714,15
Jharkhand,West Singhbhum,SC,3,2974466,1060626,148,4037518,710,1568,959637,1816892,438,12990,2790670,713,109,635,45284,2744642,36,2744642,36
Karnataka,Bagalkot,GEN,2,554134,195290,479,752896,1127,1866,1791122,1538164,206,24142,3353642,8,160,139,44136,3309207,10,3309207,10
Karnataka,Ballari,GEN,3,2427041,2621442,364,5052757,1228,2682,1426548,1526609,13,19879,2973881,832,287,422,24174,2948998,39,2948998,39
Karnataka,Belagavi,ST,2,1276242,887163,251,2168022,1945,2421,1572146,994864,205,15736,2583658,707,444,424,27016,2555774,1,2555774,1
Karnataka,Bangalore Rural,ST,2,1346801,991520,450,2344862,1810,4281,1376901,1905627,386,18848,3302182,420,105,188,62733,3239156,15,3239156,15
Karnataka,Bangalore Urban,GEN,3,1723262,908954,468,2637880,887,4309,897463,1912647,316,17855,2828460,179,109,219,63404,2764728,13,2764728,13
Karnataka,Bidar,ST,2,2221612,1874083,450,4100160,893,3122,1367106,1804015,447,21556,3193705,581,16,768,57654,3135267,7,3135267,7
Karnataka,Chamarajanagar,GEN,2,2690655,1389104,214,4083835,918,2944,1681650,1940546,127,20082,3643040,635,372,746,36265,3605657,36,3605657,36
Karnataka,Chikkaballapur,ST,3,2654316,2812258,2,5470470,1426,2468,1488176,620365,129,17339,2126759,750,271,205,53420,2072863,46,2072863,46
Karnataka,Chikmagalur,ST,4,935776,893198,169,1833523,1875,2505,1967490,1726303,392,14428,3709126,513,261,216,32687,3675962,27,3675962,27
Karnataka,Chitradurga,GEN,3,848881,2392938,321,3244484,315,2029,1486270,1646911,180,4252,3138415,802,372,266,3170,3134607,26,3134607,26
Karnataka,Dakshina Kannada,GEN,1,93761,2003011,428,2103172,1103,4869,1677182,766363,154,16458,2460942,785,380,651,53351,2406560,37,2406560,37
Karnataka,Davanagere,GEN,2,2279220,2288052,486,4570396,1582,1056,477450,1912042,43,8245,2398627,847,187,235,58130,2340075,5,2340075,5
Karnataka,Dharwad,ST,2,78680,2643032,43,2727166,559,4852,1668957,1952393,61,7243,3629505,851,451,656,17660,3610738,0,3610738,0
Karnataka,Gadag,GEN,3,1564222,2438051,68,4005802,284,3177,1060650,1220287,183,7959,2289730,651,450,317,55036,2233927,49,2233927,49
Karnataka,Kalaburagi,ST,2,825894,1561719,14,2390538,107,2804,816513,1883299,419,7072,2707773,470,119,636,32702,2674316,26,2674316,26
Karnataka,Hassan,GEN,3,2079684,2226745,208,4309923,138,3148,1530652,168821,243,11938,1712565,911,8,164,66529,1645864,12,1645864,12
Karnataka,Haveri,GEN,3,1611745,2246289,171,3861914,1253,2456,1141326,1371026,96,20262,2532956,246,462,98,65692,2466704,9,2466704,9
Karnataka,Kodagu,SC,3,2564226,1823209,392,4391427,1108,2492,1336362,568366,436,2791,1908213,258,314,401,8549,1898949,22,1898949,22
Karnataka,Kolar,GEN,4,724209,2684819,378,3411408,1442,560,869313,404678,0,5186,1279232,55,262,37,52202,1226731,46,1226731,46
Karnataka,Koppal,ST,3,2725048,2451014,15,5178597,824,1696,1523628,115373,112,18972,1658203,118,386,540,56223,1601054,38,1601054,38
Karnataka,Mandya,SC,4,1284993,2971500,493,4258451,502,963,1532339,1150042,65,11561,2694832,825,245,353,41622,2652612,9,2652612,9
Karnataka,Mysore,GEN,2,508584,1437863,322,1951849,1904,3176,673203,1544425,180,24809,2243401,784,186,539,38969,2203707,10,2203707,10
Karnataka,Raichur,ST,1,1607133,2537707,311,4150449,1773,3525,762848,141164,283,14095,918397,7,175,411,34229,883582,42,883582,42
Karnataka,Ramanagara,SC,3,2111827,54246,356,2169517,1089,1999,1881760,1935407,69,10991,3828773,546,119,423,30891,3797340,41,3797340,41
Karnataka,Shimoga,GEN,1,713360,204494,116,919051,633,448,296267,1214830,374,18946,1531395,978,386,234,37308,1493467,23,1493467,23
Karnataka,Tumakuru,GEN,1,1141914,1399677,20,2544638,1592,1435,395131,157285,391,23932,577365,626,357,668,24702,551638,20,551638,20
Karnataka,Udupi,SC,3,1006766,939288,95,1948684,797,1738,231499,373008,58,15506,620655,584,345,740,45862,573708,28,573708,28
Karnataka,Uttara Kannada,GEN,3,491678,1680940,148,2178168,1380,4022,1302487,1977804,420,6584,3287434,139,238,692,30867,3255637,22,3255637,22
Karnataka,Vijayanagara,SC,1,1340920,2217323,428,3564205,1065,4469,1657385,172736,383,11658,1842289,127,215,114,45703,1796257,7,1796257,7
Karnataka,Bijapur,GEN,4,2750358,966194,95,3721692,618,4427,507309,395755,403,23591,927636,578,154,529,51558,875395,3,875395,3
Karnataka,Yadgir,SC,4,688449,2680640,465,3374194,694,3946,900473,893180,448,11019,1805662,542,166,222,8422,1796852,28,1796852,28
Kerala,Alappuzha,GEN,4,2536658,1508648,158,4049238,1896,1878,115956,886334,329,17830,1020689,240,301,293,32625,987470,23,987470,23
Kerala,Ernakulam,ST,3,1686388,915378,11,2604345,1022,1546,1579826,1682422,281,10046,3273123,548,369,423,30329,3242002,7,3242002,7
Kerala,Idukki,GEN,4,966159,2959785,458,3931185,370,4413,1604822,1531446,419,4746,3142062,629,216,176,59386,3082284,39,3082284,39
Kerala,Kannur,GEN,1,1763966,2936755,262,4703015,1977,55,1449797,1226976,373,18038,2695830,646,457,509,28967,2665897,11,2665897,11
Kerala,Kasaragod,GEN,4,990621,2659323,43,3654987,40,4960,333987,1856796,123,14348,2205759,505,455,623,62180,2142501,16,2142501,16
Kerala,Kollam,ST,4,262079,2579825,380,2846728,1681,2763,864795,508717,316,18527,1392616,261,117,74,36556,1355869,10,1355869,10
Kerala,Kottayam,GEN,3,2991207,2193374,335,5189254,1468,2870,797797,1850581,149,3789,2652713,397,307,464,38003,2613939,36,2613939,36
Kerala,Kozhikode,SC,4,1284056,2346412,312,3636654,1613,4261,836902,1872354,404,18836,2729471,975,32,308,13415,2715716,16,2715716,16
Kerala,Malappuram,SC,1,193596,2139585,4,2335047,1861,1,201762,1723480,420,23120,1949217,435,87,262,17723,1931145,4,1931145,4
Kerala,Palakkad,SC,3,2917153,2825629,425,5748066,673,4186,546010,255001,184,20733,822349,421,470,173,5215,816491,1,816491,1
Kerala,Pathanamthitta,GEN,2,2771840,1421907,176,4196924,1775,1226,644007,227668,233,17356,889414,150,468,634,61527,826785,21,826785,21
Kerala,Thiruvananthapuram,SC,2,1765804,204373,400,1973749,1019,2153,864034,1399696,168,2902,2267257,457,160,498,7689,2258910,30,2258910,30
Kerala,Thrissur,SC,1,1897275,562422,466,2461454,1147,144,1971634,295188,87,4613,2272290,768,127,481,37376,2234306,14,2234306,14
Kerala,Wayanad,GEN,3,157782,278550,10,439640,288,3010,675256,1568873,90,21609,2266586,758,321,81,24311,2241873,21,2241873,21
Madhya Pradesh,Agar Malwa,GEN,4,1282088,2247801,270,3531535,958,418,1335005,740464,443,23294,2099353,147,11,340,32696,2066306,16,2066306,16
Madhya Pradesh,Alirajpur,ST,1,685699,657819,437,1345640,1277,408,523304,119766,356,21668,665163,69,197,257,69037,595672,18,595672,18
Madhya Pradesh,Anuppur,SC,2,1691979,1170246,10,2864886,1257,1394,1317486,1580545,69,9750,2907959,109,357,103,40218,2867281,41,2867281,41
Madhya Pradesh,Ashoknagar,ST,4,2096485,780595,10,2881342,267,3985,81331,1901275,157,15070,1998325,492,479,797,10695,1986354,34,1986354,34
Madhya Pradesh,Balaghat,GEN,3,2536886,769968,392,3308159,746,167,1418211,523836,398,20540,1963972,987,362,570,48816,1914224,12,1914224,12
Madhya Pradesh,Barwani,SC,4,1016932,1193042,100,2214798,67,4657,1827061,1523705,302,16217,3367842,557,16,289,60708,3306829,8,3306829,8
Madhya Pradesh,Betul,ST,4,2910199,2640022,488,5552135,614,812,1086099,466410,300,7718,1561014,487,68,253,60201,1500492,18,1500492,18
Madhya Pradesh,Bhind,SC,1,393735,2392835,446,2791795,776,4003,39484,546574,101,13580,600649,910,282,645,40343,559379,34,559379,34
Madhya Pradesh,Bhopal,SC,4,193595,411952,347,608292,963,1435,230755,1997403,410,10220,2239051,263,216,653,1391,2236791,25,2236791,25
Madhya Pradesh,Burhanpur,SC,4,1680608,2683213,380,4368501,933,3367,347429,1848450,127,22621,2219292,665,433,240,42783,2175836,18,2175836,18
Madhya Pradesh,Chhatarpur,ST,4,2180526,1364392,21,3547923,495,2489,227744,170457,379,3350,402608,678,149,440,68869,333150,18,333150,18
Madhya Pradesh,Chhindwara,ST,2,234140,2116410,102,2354603,1283,2668,1344827,1452374,83,14745,2812033,4,190,748,6681,2804414,3,2804414,3
Madhya Pradesh,Damoh,ST,1,320143,1435539,13,1759046,1064,2287,1241692,1814555,103,19976,3076515,189,164,171,45399,3030781,4,3030781,4
Madhya Pradesh,Datia,SC,3,2354962,2882859,438,5243759,1423,4077,121673,971245,100,1205,1094290,67,468,304,10473,1083045,42,1083045,42
Madhya Pradesh,Dewas,GEN,3,914257,1893109,255,2810143,129,2393,1426047,1314748,111,14699,2756174,569,339,738,51135,2703962,43,2703962,43
Madhya Pradesh,Dhar,GEN,3,507702,1562379,188,2070882,57,556,416611,1573428,441,18563,2009494,451,78,630,35686,1973100,19,1973100,19
Madhya Pradesh,Dindori,SC,1,233032,2645626,191,2884331,661,4821,1709590,675086,21,2787,2387510,26,469,478,22371,2364192,21,2364192,21
Madhya Pradesh,Guna,GEN,2,1763521,1064589,190,2830585,885,1400,1676325,893924,433,20421,2591776,673,18,322,6375,2585061,29,2585061,29
Madhya Pradesh,Gwalior,ST,4,602935,2625807,103,3230747,1792,110,848007,1757446,290,6672,2613114,699,169,127,47747,2565071,20,2565071,20
Madhya Pradesh,Harda,GEN,1,1974848,1456319,177,3433869,164,2361,321398,1170839,152,1077,1493870,404,238,48,64414,1429170,40,1429170,40
Madhya Pradesh,Hoshangabad,SC,3,629818,1241278,379,1876462,1928,3059,1651746,1001521,122,2048,2655843,406,222,400,63638,2591583,44,2591583,44
Madhya Pradesh,Indore,ST,4,935303,899575,407,1838201,38,2878,1104471,267819,8,7171,1380363,894,111,436,48089,1331727,24,1331727,24
Madhya Pradesh,Jabalpur,GEN,2,740386,1578868,437,2326312,1816,4805,420393,550788,436,4324,976075,134,80,637,45285,930073,28,930073,28
Madhya Pradesh,Jhabua,SC,4,2253374,1863651,152,4117727,546,4,1169487,1724084,264,15483,2910205,887,342,469,65848,2843546,34,2843546,34
Madhya Pradesh,Katni,SC,1,2512319,515934,255,3031566,422,2636,990319,297651,269,2002,1290629,388,497,610,33136,1256386,0,1256386,0
Madhya Pradesh,Khandwa,ST,3,243325,2161932,279,2410252,1510,3206,1332535,531452,88,2956,1867943,912,471,412,23424,1843636,11,1843636,11
Madhya Pradesh,Khargone,ST,1,1797457,1706906,16,3509132,1171,3582,1305741,1298857,158,19987,2625678,935,323,656,55582,2569117,32,2569117,32
Madhya Pradesh,Maihar,GEN,2,988003,1183455,26,2174282,726,2072,795578,1053358,308,12603,1862105,258,45,503,5390,1856167,46,1856167,46
Madhya Pradesh,Mandla,ST,1,2799883,1024592,53,3827479,1671,1280,532092,1936248,369,1765,2471207,733,60,557,4332,2466258,22,2466258,22
Madhya Pradesh,Mandsaur,ST,3,1207880,175010,131,1386830,562,3247,1541345,1712499,266,20319,3275248,819,436,327,68494,3205991,49,3205991,49
Madhya Pradesh,Mauganj,ST,4,101211,1902658,101,2005723,967,786,1085333,317493,118,19702,1423110,464,35,780,5431,1416864,38,1416864,38
Madhya Pradesh,Morena,SC,4,2250056,1131656,61,3385002,183,3046,1455939,1741604,401,14882,3213505,679,239,661,61174,3151431,21,3151431,21
Madhya Pradesh,Narsinghpur,SC,1,2604963,2207056,274,4816462,1383,2786,270112,687411,230,11484,970000,763,394,659,63404,905543,2,905543,2
Madhya Pradesh,Neemuch,GEN,1,287488,1288566,360,1579407,391,2602,223690,693459,101,3684,921841,907,84,590,45733,875434,44,875434,44
Madhya Pradesh,Niwari,GEN,2,2678039,2761506,479,5444545,235,4286,945249,511838,394,14355,1472436,600,154,671,4979,1466632,34,1466632,34
Madhya Pradesh,Panna,GEN,1,67487,414907,72,489155,1811,4878,1203934,733274,223,5019,1942681,231,85,385,4708,1937503,33,1937503,33
Madhya Pradesh,Pandhurna,SC,4,929652,1742359,76,2678005,1495,4423,1005430,1997754,5,19890,3023812,733,403,304,23967,2999138,5,2999138,5
Madhya Pradesh,Raisen,GEN,4,2491173,1052953,429,3549453,732,4166,1745039,46094,299,17104,1809389,853,14,489,23401,1785485,15,1785485,15
Madhya Pradesh,Rajgarh,GEN,2,2005695,2403563,45,4411522,1233,986,1299250,380260,43,21118,1701226,555,232,580,41735,1658679,44,1658679,44
Madhya Pradesh,Ratlam,GEN,3,2768306,991857,421,3763737,309,2844,1975110,1013224,83,20474,3009405,514,24,322,55377,2953682,40,2953682,40
Madhya Pradesh,Rewa,GEN,1,163435,191482,108,361823,1966,4832,1055858,717049,302,21626,1795401,566,281,458,39307,1755355,14,1755355,14
Madhya Pradesh,Sagar,GEN,3,2256528,2748900,127,5007653,255,1843,110970,205214,41,9871,326193,97,184,562,59577,265870,42,265870,42
Madhya Pradesh,Satna,GEN,1,2589541,1402508,171,3998232,1654,4358,244228,62748,177,22973,330653,527,71,108,14853,315621,16,315621,16
Madhya Pradesh,Sehore,SC,4,2399101,66006,328,2466555,415,705,202182,1487927,126,5879,1696810,696,167,334,41835,1654474,1,1654474,1
Madhya Pradesh,Seoni,SC,3,1292853,926433,72,2221960,1997,605,645194,179622,84,16563,842036,573,256,570,9445,831765,37,831765,37
Madhya Pradesh,Shahdol,GEN,2,2202376,2757793,474,4966356,1085,4628,616264,917245,29,4015,1538059,506,483,582,61119,1475875,11,1475875,11
Madhya Pradesh,Shajapur,SC,3,1108985,1162902,46,2273265,564,768,890653,1466387,297,19641,2377623,645,210,756,59720,2316937,6,2316937,6
Madhya Pradesh,Sheopur,GEN,2,2233994,2944235,356,5183626,1552,3489,466872,519801,333,10841,998413,566,271,314,32066,965762,8,965762,8
Madhya Pradesh,Shivpuri,GEN,3,343302,1481873,280,1828853,1559,1839,1700228,1934823,163,18072,3653548,262,326,566,62495,3590161,11,3590161,11
Madhya Pradesh,Sidhi,ST,1,196631,2803195,12,3001417,999,580,748064,1704974,438,17291,2470956,189,94,85,46704,2424073,0,2424073,0
Madhya Pradesh,Singrauli,SC,4,2368719,703649,254,3077804,308,4874,732876,1514410,376,18309,2266647,676,311,452,4155,2261729,3,2261729,3
Madhya Pradesh,Tikamgarh,SC,1,951176,2893962,112,3846626,1051,325,153706,1274740,230,5039,1434197,482,161,255,37601,1396180,28,1396180,28
Madhya Pradesh,Ujjain,SC,1,2290976,1774587,115,4068218,1326,1214,1338026,1784718,114,15714,3138811,239,215,231,55688,3082677,14,3082677,14
Madhya Pradesh,Umaria,ST,2,2957535,2797854,263,5757380,1320,408,684943,159587,324,10776,856626,996,167,340,33404,822715,12,822715,12
Madhya Pradesh,Vidisha,SC,4,2091258,1226032,125,3322281,1929,2937,1225580,1619037,398,2397,2847663,251,97,720,66209,2780637,12,2780637,12
Maharashtra,Ahmednagar,GEN,1,2003377,2992512,388,4999952,936,2739,1620580,1375973,6,8087,3005595,949,249,545,22098,2982703,2,2982703,2
Maharashtra,Akola,SC,3,1153358,1025892,225,2179690,91,124,337130,32797,97,3702,374181,455,86,699,37352,336044,17,336044,17
Maharashtra,Amravati,SC,4,751823,2101692,99,2856650,1043,1993,1895176,1920697,107,4606,3820655,69,108,511,5952,3814084,6,3814084,6
Maharashtra,Aurangabad,GEN,2,1441954,1530592,239,2976054,473,2796,954485,1838876,109,19974,2813562,118,456,463,16104,2796539,2,2796539,2
Maharashtra,Beed,ST,4,2272342,1802021,389,4077598,1741,1105,1841374,1309594,283,12747,3164601,603,167,136,1647,3162651,3,3162651,3
Maharashtra,Bhandara,GEN,1,2440151,2902894,355,5348829,1422,4007,1831770,244594,385,4191,2081566,626,433,550,45849,2034734,39,2034734,39
Maharashtra,Buldhana,ST,3,2820254,227407,207,3053614,1164,4582,438365,1971688,399,13792,2424648,404,296,715,240,2423397,21,2423397,21
Maharashtra,Chandrapur,ST,3,2890644,374856,281,3267618,1671,166,166793,1573446,304,22503,1763159,113,5,631,15929,1746594,46,1746594,46
Maharashtra,Osmanabad,ST,4,115790,2714927,300,2833813,1382,1414,1836884,735689,20,13779,2586792,420,20,416,54488,2531868,23,2531868,23
Maharashtra,Dhule,ST,4,1812773,1655568,348,3470925,1401,835,1035013,1958201,436,12494,3006319,175,302,332,2190,3003495,49,3003495,49
Maharashtra,Gadchiroli,ST,4,730739,913389,477,1647941,1171,2165,187655,650375,309,2749,841351,263,26,221,15592,825512,44,825512,44
Maharashtra,Gondia,ST,2,796529,1415506,178,2214907,1263,1431,279451,179065,73,17241,476123,293,351,579,61745,413448,35,413448,35
Maharashtra,Hingoli,GEN,1,1423933,365439,389,1795872,1227,4884,1401060,985756,353,3021,2390476,286,498,372,12629,2376977,26,2376977,26
Maharashtra,Jalgaon,SC,2,2979076,70284,25,3051161,726,1050,1657611,234338,335,11449,1903749,16,14,74,12160,1891501,41,1891501,41
Maharashtra,Jalna,SC,4,1863368,56474,245,1921442,985,370,1224797,1410234,176,19180,2654405,18,55,752,50559,2603039,8,2603039,8
